review_id,year,trip_type,aspect,sentiment,score,evidence,rating
R02449,2023,friends,access_fairness,negative,0.3,Only Hindus are allowed to enter the temple,4
R02449,2023,friends,facility,neutral,0.5,buying a ticket at the tourist office,4
R02449,2023,friends,sacred_atmosphere,positive,0.7,"watch the main temple, funeral ceremonies and cremations",4
R01040,2016,solo,environment,positive,0.8,this place is amazing and culturally fascinating,5
R01040,2016,solo,ritual_experience,positive,0.7,quite an amazing place for knowledge and reflection,5
R01040,2016,solo,facility,positive,0.7,hiring a guide so you do not miss any details,5
R01040,2016,solo,sacred_atmosphere,positive,0.8,amazing place for knowledge and reflection,5
R01899,2018,solo,facility,positive,0.8,I really liked the way footwear is collected and stored,5
R01899,2018,solo,sacred_atmosphere,positive,0.85,It was a pleasure to visit this place,5
R01874,2018,family,access_fairness,negative,0.3,Tourists have to pay to get in can't remember how much but Indians and Locals go free,3
R01874,2018,family,facility,neutral,0.5,there appears to be more than one entrance,3
R01874,2018,family,ritual_experience,neutral,0.5,we saw lots of cremations,3
R01874,2018,family,service,negative,0.3,He will ask for $30 AFTER he's taken you around. It's a con,3
R01874,2018,family,facility,positive,0.6,There is the facility to wash your feet should you wish,3
R02021,2018,friends,spiritual_authenticity,positive,0.8,"It reflects traditional arts, custom, and culture",5
R02021,2018,friends,sacred_atmosphere,positive,0.7,funeral spot for Hindu people and they believe to do that in this temple,5
R00164,2012,solo,ritual_experience,neutral,0.5,they do cremate bodies,5
R00164,2012,solo,cultural_sensitivity,negative,0.3,people at funerals don't think of them as something for tourists to take photos of,5
R00164,2012,solo,sacred_atmosphere,positive,0.7,you'll have a very interesting and fun time,5
R00164,2012,solo,environment,neutral,0.5,watch those monkeys,5
R01845,2018,friends,spiritual_authenticity,positive,0.8,considered to be one of the most important temple for Hindus,5
R00801,2015,couples,spiritual_authenticity,positive,0.8,contemplated the different culture,5
R00801,2015,couples,facility,neutral,0.5,didn't use a guide,5
R00529,2014,family,ritual_experience,positive,0.8,thought provoking and contemplative experience,4
R00529,2014,family,spiritual_authenticity,positive,0.85,gives an enhanced understanding of local culture,4
R00529,2014,family,cultural_sensitivity,positive,0.9,At no stage did our presence feel unwelcome or out of place,4
R00079,2012,solo,spiritual_authenticity,positive,0.8,see and feel the end of life processes,5
R00983,2015,unknown,sacred_atmosphere,positive,0.8,admiring the spirituality and amazing architecture,5
R00983,2015,unknown,environment,negative,0.3,inevitable poverty of people,5
R01069,2016,friends,ritual_experience,mixed,0.5,"poignant scenes and, some quite gruesome to watch",5
R01069,2016,friends,environment,negative,0.3,frolicking monkeys who are always looking for a bite to eat,5
R01818,2018,business,service,positive,0.8,tour guide handle it,5
R01818,2018,business,cultural_sensitivity,neutral,0.5,areas that are off limits to foreigners,5
R02300,2019,unknown,spiritual_authenticity,positive,0.8,complex religious significance of this place,5
R02300,2019,unknown,facility,positive,0.7,Get a good guide in your own language,5
R00997,2016,couples,sacred_atmosphere,positive,0.8,beautiful place to visit,4
R00997,2016,couples,environment,negative,0.3,very dirty and crowded,4
R00997,2016,couples,facility,neutral,0.5,my guide told me,4
R00886,2015,friends,sacred_atmosphere,positive,0.8,I love this place,5
R02096,2018,couples,facility,neutral,0.5,gallery with vendors selling drinks and foods,2
R02096,2018,couples,access_fairness,negative,0.3,Non Hindus are not allowed into the temple,2
R02096,2018,couples,cultural_sensitivity,negative,0.4,hefty entry price,2
R00310,2013,solo,facility,positive,0.8,1-armed man of about 40 that was fantastic,5
R00310,2013,solo,environment,positive,0.7,site is extremely large with a lot of walking to do but well worth it,5
R00310,2013,solo,sacred_atmosphere,positive,0.85,Well worth the visit,5
R02168,2019,couples,ritual_experience,positive,0.9,amazing darshan during the special evening prayer,4
R02168,2019,couples,sacred_atmosphere,positive,0.8,One of the key holy sites for Lord Shiva,4
R02168,2019,couples,spiritual_authenticity,positive,0.85,A must visit for all Hindus travelling to Kathmandu,4
R02168,2019,couples,environment,negative,0.3,If you cannot stomach this avoid going to the river bank side,4
R02273,2019,unknown,cultural_sensitivity,neutral,0.5,non-Hindus can't enter,5
R02273,2019,unknown,facility,positive,0.7,Get a local guide - there's a lot to see,5
R00743,2015,couples,environment,negative,0.3,Monkeys all over the place,3
R00743,2015,couples,sacred_atmosphere,positive,0.7,the temple and the golden cow stand out,3
R00743,2015,couples,ritual_experience,negative,0.4,Skip the cremation area behind the temple,3
R02325,2019,solo,environment,negative,0.3,Government still didn t finish to rebuild after earthquake,4
R01283,2016,solo,ritual_experience,positive,0.8,cremation in the Hindu custom can be watched up close,4
R01283,2016,solo,service,positive,0.9,Our guide was incredibly informative and was able to answer every question,4
R02172,2019,family,sacred_atmosphere,positive,0.8,this is a place of living tradition and culture,4
R02172,2019,family,crowd_management,neutral,0.5,quite organized and there is no hustling,4
R02172,2019,family,environment,negative,0.3,the sight of the river was quite depressing,4
R02172,2019,family,cultural_sensitivity,positive,0.7,you have to enter without shoes of course,4
R00966,2015,solo,sacred_atmosphere,positive,0.8,magnificent Pagoda style temple with great architecture,4
R00966,2015,solo,cultural_sensitivity,neutral,0.5,Only Hindus are allowed to enter the temple,4
R00966,2015,solo,environment,positive,0.7,views from across the river are not bad,4
R00966,2015,solo,ritual_experience,negative,0.3,it is a place of sadness it is where the hindus bring their dead for cremation,4
R01700,2017,solo,access_fairness,neutral,0.5,"Access to the inside of the temple is restricted to Hindus only. Otherwise, the temple complex is open to all.",4
R02078,2018,friends,service,positive,0.85,the guide they provided was wonderful,5
R02078,2018,friends,facility,positive,0.8,HIMALAYAN SANCTUARY ADVENTURE ltd.,5
R02078,2018,friends,sacred_atmosphere,positive,0.8,a wonderful stop,5
R00681,2014,couples,facility,positive,0.8,the whole complex is very nicely maintained,5
R00681,2014,couples,crowd_management,positive,0.7,the flow of visitors was very smoth and darshan was easy without anybhassle,5
R00681,2014,couples,cultural_sensitivity,negative,0.3,foreign visitors retuning disappointed as they were not allowed entry,5
R00681,2014,couples,sacred_atmosphere,positive,0.9,A feeling of faith and peace is felt inside main temple complex,5
R01725,2017,friends,sacred_atmosphere,positive,0.85,Very beautiful architecture,4
R01725,2017,friends,spiritual_authenticity,positive,0.8,interesting traditions,4
R00205,2012,friends,sacred_atmosphere,positive,0.8,a powerful experience,4
R00205,2012,friends,cultural_sensitivity,positive,0.7,Respect to the families,4
R00486,2014,solo,cultural_sensitivity,neutral,0.5,Westerners are not allowed inside,5
R00486,2014,solo,ritual_experience,positive,0.8,"hindu cremation ceremony taking place, which was truly fascinating",5
R00486,2014,solo,environment,negative,0.3,The river was dirty,5
R00486,2014,solo,spiritual_authenticity,positive,0.9,I felt very much in peace with myself,5
R00198,2012,family,sacred_atmosphere,positive,0.8,It truly is extraordinary,5
R00198,2012,family,spiritual_authenticity,positive,0.85,A must visit if you find the Hindu religion of any interest,5
R01447,2017,couples,cultural_sensitivity,neutral,0.5,may not be something many westerners will find appealing,4
R01447,2017,couples,access_fairness,neutral,0.5,Entry fee to this area was 1000 rupees,4
R00433,2013,friends,sacred_atmosphere,positive,0.8,lovely glance into Hindu culture amidst wonderful architecture,5
R00433,2013,friends,cultural_sensitivity,neutral,0.5,cost 1000 NPR for foreigners to enter,5
R00433,2013,friends,ritual_experience,positive,0.7,see the cremations waiting to happen,5
R00922,2015,friends,cultural_sensitivity,neutral,0.5,Non Indian people only can see funeral and different small temples,5
R00922,2015,friends,ritual_experience,positive,0.8,this is the best palace for this purposes,5
R00552,2014,unknown,facility,positive,0.7,Nice Shops For Rudraksh,5
R00552,2014,unknown,spiritual_authenticity,positive,0.8,Religion is Enjoyed At Every Corner,5
R02197,2019,family,ritual_experience,positive,0.7,We did our darshan quite easily in less time,4
R02197,2019,family,sacred_atmosphere,positive,0.8,architecture inside the main temple is beautiful and worth watching,4
R02197,2019,family,cultural_sensitivity,neutral,0.5,Camera is not allowed inside the main temple,4
R02197,2019,family,crowd_management,positive,0.7,the temple was quite empty and the queue for the darshan was less,4
R01017,2016,solo,facility,negative,0.3,he was often difficult to understand and made the trip take a bit longer,3
R01017,2016,solo,access_fairness,negative,0.4,They won't tell you up front of course that they are doing it for a fee,3
R01017,2016,solo,sacred_atmosphere,positive,0.7,This place is great to see 14th-17th century Hindu architecture,3
R02485,2025,solo,sacred_atmosphere,positive,0.9,serene yet powerful atmosphere,5
R02485,2025,solo,spiritual_authenticity,positive,0.85,deeply moving experience,5
R02485,2025,solo,ritual_experience,positive,0.8,sacred rituals and ceremonies,5
R02485,2025,solo,environment,positive,0.9,breathtaking landscapes,5
R02148,2019,couples,environment,positive,0.7,it was very interesting,5
R00298,2013,couples,sacred_atmosphere,neutral,0.5,can be very confronting,5
R01913,2018,couples,cultural_sensitivity,positive,0.7,decent dress code applies,5
R01913,2018,couples,spiritual_authenticity,positive,0.8,historically a significant temple,5
R01913,2018,couples,sacred_atmosphere,positive,0.7,I enjoyed my visit here,5
R00700,2014,friends,sacred_atmosphere,positive,0.9,The place is magical and must be experienced,5
R00700,2014,friends,cultural_sensitivity,neutral,0.5,non-Hindu visitors to the temple are not allowed,5
R00700,2014,friends,ritual_experience,positive,0.8,experienced rituals and religious ceremonies that Westerners don't normally see,5
R00700,2014,friends,spiritual_authenticity,positive,0.85,I was fascinated at the spectacle of it all,5
R00356,2013,solo,access_fairness,negative,0.2,racist 1000 NR entrance for non-Asians,1
R00356,2013,solo,cultural_sensitivity,negative,0.1,intruding into others' grief,1
R00356,2013,solo,sacred_atmosphere,negative,0.2,I absolutely hated it!,1
R01044,2016,friends,sacred_atmosphere,positive,0.8,It's a great place to visit,5
R01044,2016,friends,cultural_sensitivity,neutral,0.5,Photography is not allowed inside the main temple premises,5
R01044,2016,friends,facility,positive,0.7,The small market outside the temple is quite cheap,5
R02247,2019,solo,sacred_atmosphere,positive,0.8,highly revered temple,4
R02247,2019,solo,crowd_management,negative,0.3,crowd can be overwhelming,4
R01178,2016,solo,cultural_sensitivity,neutral,0.5,entry to some areas was restricted to those not of the Hindu faith,5
R01178,2016,solo,sacred_atmosphere,positive,0.8,very spiritual place,5
R01889,2018,solo,sacred_atmosphere,positive,0.8,beautiful temple dedicated to Lord Shiva,5
R01889,2018,solo,cultural_sensitivity,neutral,0.5,Only Hindus are allowed into the main temple,5
R00352,2013,friends,facility,positive,0.7,Our guide well explained the place,4
R00352,2013,friends,spiritual_authenticity,negative,0.3,this place is a bit shock,4
R00711,2014,solo,cultural_sensitivity,negative,0.4,should be open for all and be appreciated by tourists too,4
R00711,2014,solo,sacred_atmosphere,positive,0.9,best place on earth for Hindus devotees,4
R02262,2019,solo,access_fairness,negative,0.3,1000 npr entrance fee is a bit insulting for westerners,1
R02262,2019,solo,facility,negative,0.3,There isn't even a proper viewing platform,1
R02262,2019,solo,sacred_atmosphere,neutral,0.5,ghats and minor temples are interesting,1
R00381,2013,solo,cultural_sensitivity,negative,0.3,you can t go into the main temple if you are not hindu but you have to pay more,4
R00381,2013,solo,sacred_atmosphere,positive,0.7,A beautiful and interesting place,4
R00388,2013,unknown,service,positive,0.7,"well educated, fluent English speaking local",5
R00388,2013,unknown,spiritual_authenticity,positive,0.8,very emotional,5
R00388,2013,unknown,access_fairness,neutral,0.5,expected to pay for the guides service,5
R00677,2014,solo,facility,negative,0.3,Too many people trying to sell you a guided tour,2
R00677,2014,solo,access_fairness,positive,0.7,explore on your own,2
R00419,2013,solo,spiritual_authenticity,positive,0.8,atmosphere of peace,5
R00419,2013,solo,cultural_sensitivity,positive,0.7,sharing Temples amongst religions,5
R00419,2013,solo,facility,neutral,0.5,make sure you agree a price beforehand,5
R00314,2013,friends,sacred_atmosphere,positive,0.85,You get a feel of the culture and that you are standing in a historical place,5
